1158328885957804032,2019-08-05 10:48:21,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',"Moscow, Russia",,
1158270672797224961,2019-08-05 06:57:02,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1158210390695657472,2019-08-05 02:57:30,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',Behind you,,
1158208420551503879,2019-08-05 02:49:40,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',Classified,,
1157956777809534978,2019-08-04 10:09:44,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',"Placentia, NL, Canada",,
1157921713608282112,2019-08-04 07:50:24,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1157887510258696192,2019-08-04 05:34:29,b'RT @HanumTaza: Excalibur deluxe skin is so damn hot and badass! (feat Ash)\n#Warframe #warframefanart #tennocon #excalibur @PlayWarframe htt\xe2\x80\xa6',EARTH,,
1157878633089896449,2019-08-04 04:59:13,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1157825433469116416,2019-08-04 01:27:49,"b'RT @Liger_Inuzuka: Happy #TennoCon Everyone! You can view our official full view Excalibur Deluxe design and project, here on our Artstatio\xe2\x80\xa6'",,,
1157742423407243267,2019-08-03 19:57:58,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1157724321374199809,2019-08-03 18:46:02,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1157674595853512704,2019-08-03 15:28:26,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1157580114760228864,2019-08-03 09:13:00,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1157535214081642497,2019-08-03 06:14:35,b'RT @HanumTaza: Excalibur deluxe skin is so damn hot and badass! (feat Ash)\n#Warframe #warframefanart #tennocon #excalibur @PlayWarframe htt\xe2\x80\xa6',,,
1157468517131853824,2019-08-03 01:49:33,"b'RT @Liger_Inuzuka: Happy #TennoCon Everyone! You can view our official full view Excalibur Deluxe design and project, here on our Artstatio\xe2\x80\xa6'","Kitchener, Ontario",,
1157414954649182214,2019-08-02 22:16:43,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1157378321509998592,2019-08-02 19:51:09,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1157356491965419528,2019-08-02 18:24:24,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1157317109287964672,2019-08-02 15:47:55,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',Alemania/Berlin,,
